mmsi,timestamp,lat,lon,sog,cog,vessel_name,vessel_type,source
50300701,2023-01-01 17:51:56.795716+00:00,-10.00248,141.57869,3.4,210.3,AUS LICENSED 01,Fishing,SYNTHETIC_TORRES_AUS
50300701,2023-01-01 18:06:56.795716+00:00,-10.01377,141.57042,3.0,219.5,AUS LICENSED 01,Fishing,SYNTHETIC_TORRES_AUS
50300701,2023-01-01 18:21:56.795716+00:00,-10.02313,141.56465,3.1,230.2,AUS LICENSED 01,Fishing,SYNTHETIC_TORRES_AUS
50300701,2023-01-01 18:36:56.795716+00:00,-10.03122,141.55613,3.8,236.3,AUS LICENSED 01,Fishing,SYNTHETIC_TORRES_AUS
50300701,2023-01-01 18:51:56.795716+00:00,-10.04252,141.54657,3.2,225.9,AUS LICENSED 01,Fishing,SYNTHETIC_TORRES_AUS
50300701,2023-01-01 19:06:56.795716+00:00,-10.05232,141.53926,3.1,204.0,AUS LICENSED 01,Fishing,SYNTHETIC_TORRES_AUS
50300701,2023-01-01 19:21:56.795716+00:00,-10.0615,141.53343,3.1,223.5,AUS LICENSED 01,Fishing,SYNTHETIC_TORRES_AUS
50300701,2023-01-01 19:36:56.795716+00:00,-10.07172,141.52432,3.0,206.3,AUS LICENSED 01,Fishing,SYNTHETIC_TORRES_AUS
50300701,2023-01-01 19:51:56.795716+00:00,-10.08092,141.51511,2.5,43.3,AUS LICENSED 01,Fishing,SYNTHETIC_TORRES_AUS
50300701,2023-01-01 20:06:56.795716+00:00,-10.07384,141.5274,2.7,47.9,AUS LICENSED 01,Fishing,SYNTHETIC_TORRES_AUS
50300701,2023-01-01 20:21:56.795716+00:00,-10.06657,141.5372,3.3,39.1,AUS LICENSED 01,Fishing,SYNTHETIC_TORRES_AUS
50300701,2023-01-01 20:36:56.795716+00:00,-10.06109,141.54848,2.6,70.0,AUS LICENSED 01,Fishing,SYNTHETIC_TORRES_AUS
50300701,2023-01-01 20:51:56.795716+00:00,-10.05648,141.55863,3.1,47.7,AUS LICENSED 01,Fishing,SYNTHETIC_TORRES_AUS
50300701,2023-01-01 21:06:56.795716+00:00,-10.04965,141.57038,3.4,57.8,AUS LICENSED 01,Fishing,SYNTHETIC_TORRES_AUS
50300701,2023-01-01 21:21:56.795716+00:00,-10.04305,141.58366,3.2,62.2,AUS LICENSED 01,Fishing,SYNTHETIC_TORRES_AUS
50300701,2023-01-01 21:36:56.795716+00:00,-10.03722,141.59143,3.0,55.7,AUS LICENSED 01,Fishing,SYNTHETIC_TORRES_AUS
50300701,2023-01-01 21:51:56.795716+00:00,-10.03397,141.60523,2.7,95.4,AUS LICENSED 01,Fishing,SYNTHETIC_TORRES_AUS
50300701,2023-01-01 22:06:56.795716+00:00,-10.02561,141.61565,3.0,26.5,AUS LICENSED 01,Fishing,SYNTHETIC_TORRES_AUS
50300701,2023-01-01 22:21:56.795716+00:00,-10.02069,141.62566,2.5,69.2,AUS LICENSED 01,Fishing,SYNTHETIC_TORRES_AUS
50300701,2023-01-01 22:36:56.795716+00:00,-10.01225,141.63943,2.8,34.3,AUS LICENSED 01,Fishing,SYNTHETIC_TORRES_AUS
50300701,2023-01-01 22:51:56.795716+00:00,-10.00305,141.64415,3.5,24.3,AUS LICENSED 01,Fishing,SYNTHETIC_TORRES_AUS
50300701,2023-01-01 23:06:56.795716+00:00,-9.99205,141.65221,3.4,62.4,AUS LICENSED 01,Fishing,SYNTHETIC_TORRES_AUS
