mmsi,timestamp,lat,lon,sog,cog,vessel_name,vessel_type,source
503001001,2026-05-01 00:00:00+00:00,-10.6397,142.09896,13.4,85,ARAFURA QUEEN,Cargo,sample_ais_events.csv
503001001,2026-05-01 00:15:00+00:00,-10.64195,142.15466,13.2,92,ARAFURA QUEEN,Cargo,sample_ais_events.csv
503001001,2026-05-01 00:30:00+00:00,-10.64032,142.21191,12.9,90,ARAFURA QUEEN,Cargo,sample_ais_events.csv
503001001,2026-05-01 00:45:00+00:00,-10.63922,142.26795,13.5,89,ARAFURA QUEEN,Cargo,sample_ais_events.csv
503001001,2026-05-01 01:00:00+00:00,-10.63953,142.32299,13.3,94,ARAFURA QUEEN,Cargo,sample_ais_events.csv
503001001,2026-05-01 01:15:00+00:00,-10.63912,142.37976,13.1,85,ARAFURA QUEEN,Cargo,sample_ais_events.csv
503001001,2026-05-01 01:30:00+00:00,-10.64068,142.437,13.2,92,ARAFURA QUEEN,Cargo,sample_ais_events.csv
503001001,2026-05-01 01:45:00+00:00,-10.64035,142.49227,13.3,93,ARAFURA QUEEN,Cargo,sample_ais_events.csv
503001001,2026-05-01 02:00:00+00:00,-10.63959,142.54813,13.8,89,ARAFURA QUEEN,Cargo,sample_ais_events.csv
503001001,2026-05-01 02:15:00+00:00,-10.64051,142.60285,13.4,95,ARAFURA QUEEN,Cargo,sample_ais_events.csv
503001001,2026-05-01 02:30:00+00:00,-10.63887,142.65951,12.9,88,ARAFURA QUEEN,Cargo,sample_ais_events.csv
503001001,2026-05-01 02:45:00+00:00,-10.63935,142.71633,13.4,87,ARAFURA QUEEN,Cargo,sample_ais_events.csv
503001001,2026-05-01 03:00:00+00:00,-10.64067,142.77178,13.2,94,ARAFURA QUEEN,Cargo,sample_ais_events.csv
503001001,2026-05-01 03:15:00+00:00,-10.63913,142.82773,13.4,88,ARAFURA QUEEN,Cargo,sample_ais_events.csv
503001001,2026-05-01 03:30:00+00:00,-10.63993,142.88376,13.4,90,ARAFURA QUEEN,Cargo,sample_ais_events.csv
503001001,2026-05-01 03:45:00+00:00,-10.64032,142.93896,13.0,92,ARAFURA QUEEN,Cargo,sample_ais_events.csv
503001001,2026-05-01 04:00:00+00:00,-10.64028,142.99689,12.9,92,ARAFURA QUEEN,Cargo,sample_ais_events.csv
503001001,2026-05-01 04:15:00+00:00,-10.64168,143.05102,13.2,90,ARAFURA QUEEN,Cargo,sample_ais_events.csv
